year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,678,481,93,-122,120,6.6,2774,9,14.6,118
1988,568,499,-34,-169,90,6.8,2896,9,15.4,118
1989,603,484,18,-153,108,6.0,2643,4,14.5,134
1990,595,493,5,-207,100,6.3,2739,8,14.2,128
1991,526,583,-209,-347,58,6.5,2716,17,15.0,137
1992,673,506,68,-158,118,6.8,2828,9,14.6,115
1993,604,622,-188,-272,60,6.0,2768,14,14.7,139
1994,647,589,-102,-202,105,6.5,2666,3,13.4,125
1995,655,475,77,-126,111,6.3,2641,6,13.9,131
1996,658,586,-131,-228,63,7.0,2796,13,14.7,123
1997,490,570,-251,-290,28,5.9,2618,3,14.4,141
1998,512,485,-66,-244,101,5.6,2596,11,13.1,149
1999,620,575,-149,-285,88,6.0,2544,9,13.4,134
2000,559,616,-219,-314,63,7.2,2964,14,14.9,128
2001,557,466,-12,-155,86,6.5,2865,4,15.1,124
2002,553,505,-63,-298,150,7.3,3023,13,14.9,119
2003,584,488,-6,-198,136,6.1,2662,4,13.9,135
2004,563,513,-57,-193,63,6.2,2653,20,15.5,150
2005,630,468,73,-71,105,5.6,2568,5,14.2,133
2006,511,475,-59,-197,95,5.4,2556,8,14.1,152
2007,527,486,-68,-218,98,7.0,2839,14,16.0,138
2008,619,503,31,-217,171,6.0,2708,15,14.8,137
2009,569,480,-14,-168,75,6.7,2766,4,15.1,126
2010,593,510,-20,-199,91,6.9,2812,8,15.3,118
2011,622,497,25,-185,92,7.2,2859,14,15.9,108
2012,705,471,138,-109,129,5.1,2566,6,14.0,147
2013,617,473,42,-183,174,6.7,2767,12,14.9,117
2014,621,482,32,-155,124,6.7,2748,14,14.2,116
2015,680,459,119,-3,57,6.3,2650,4,13.4,121
2016,582,485,1,-227,161,5.8,2620,9,14.7,137
2016
2017,568,476,-17,-189,84,7.4,2906,15,16.0,118
2018,579,487,-16,-210,134,8.1,3110,9,15.4,85
2019,595,489,10,-221,131,6.2,2749,8,15.2,143
2020,565,439,20,-179,162,6.7,2765,5,14.8,118
2021,690,566,-53,-194,70,6.6,2848,10,14.9,118
2022,763,452,200,-74,201,7.4,2914,5,14.3,105
2023,564,609,-245,-293,58,7.4,2975,19,15.6,108
2024,776,607,-1,-278,199,7.2,2952,18,16.1,124
2025,663,493,63,-198,219,7.2,2956,11,14.8,113
2026,526,610,-260,-357,86,6.6,2828,12,15.2,129
2027,516,607,-250,-381,108,7.2,2990,5,14.9,107
2028,643,466,70,-168,173,6.9,2751,6,14.0,118
2029,524,640,-322,-394,34,8.4,3182,11,15.0,88
2030,683,541,-17,-225,148,6.9,2729,3,13.9,109
2031,606,458,42,-80,85,7.2,2870,6,14.7,96
2032,699,483,102,-109,183,8.0,3064,1,15.1,98
2033,538,485,-60,-183,69,7.1,2882,10,15.1,128
2034,455,469,-133,-227,58,6.3,2571,0,14.0,129
2035,702,514,82,-199,229,7.3,3007,13,16.0,119
2036,665,461,95,-157,166,6.6,2840,6,14.7,118
2037,635,464,67,-163,141,6.4,2759,6,15.0,122
2038,709,496,101,-104,112,7.7,3066,12,15.4,98
2039,510,485,-79,-263,170,6.9,2849,11,15.5,110
2040,727,460,157,-52,147,7.1,2869,1,14.7,101
2041,629,512,-2,-252,213,8.5,3295,19,15.9,84
2042,583,485,-5,-240,176,6.3,2710,8,14.9,130
2043,754,496,156,-147,219,8.3,3228,16,15.8,85
2044,576,459,12,-112,52,6.6,2735,9,15.5,125
2045,741,484,145,-92,200,7.4,3039,7,14.7,115
2046,580,483,-11,-201,136,7.5,2954,6,14.0,109
