year,A1,A2,A3
,label A1,label A2,label A3
1987,0,3731,13
1988,1,3743,23
1989,0,3922,12
1990,2,3793,18
1991,5,3785,42
1992,3,3737,30
1993,2,4047,37
1994,0,3676,5
1995,0,3707,11
1996,1,3666,31
1997,0,3992,10
1998,5,4033,33
1999,1,3831,18
2000,5,3670,44
2001,2,3830,16
2002,3,3592,35
2003,1,3898,10
2004,9,4045,69
2005,2,4079,18
2006,2,4156,25
2007,4,3747,43
2008,7,4067,49
2009,1,3749,18
2010,4,3677,25
2011,4,3641,38
2012,0,4249,5
2013,3,3752,29
2014,5,3660,34
2015,0,3757,9
2016,6,4028,35
2016
2017,8,3539,60
2018,1,3262,18
2019,3,3941,28
2020,0,3680,25
2021,1,3636,25
2022,2,3363,15
2023,7,3567,57
2024,2,3628,53
2025,4,3585,44
2026,5,3821,50
2027,0,3545,16
2028,0,3579,13
2029,2,3182,19
2030,0,3547,7
2031,3,3429,31
2032,0,3209,6
2033,3,3552,32
2034,0,3660,1
2035,2,3658,43
2036,2,3663,24
2037,1,3820,10
2038,2,3411,30
2039,4,3609,32
2040,0,3462,9
2041,4,3187,58
2042,0,3872,15
2043,2,3244,55
2044,2,3675,27
2045,2,3432,17
2046,1,3385,15

min,,2400
max,,5100
steps,,10
decimal
