year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-5.8,8.2,13.2,3.7
1988,-0.1,10.5,14.8,2.1
1989,3.6,10.3,14.5,3.6
1990,3.6,11.0,14.3,3.7
1991,0.2,8.7,15.6,4.5
1992,2.5,11.4,14.9,3.5
1993,0.6,10.6,12.8,1.4
1994,0.1,9.1,14.9,4.9
1995,0.4,9.2,14.9,2.5
1996,-3.4,9.0,14.0,2.6
1997,-0.1,9.1,16.2,2.4
1998,1.5,9.1,13.6,1.6
1999,-0.4,9.8,15.3,3.8
2000,1.4,10.9,13.7,6.4
2001,-1.6,9.8,15.0,3.8
2002,2.0,11.2,16.3,0.5
2003,-1.2,10.3,15.8,3.4
2004,-1.2,10.5,14.7,4.1
2005,-0.3,9.9,15.3,4.4
2006,-5.2,10.6,17.1,6.6
2007,1.4,11.2,14.3,3.8
2008,2.3,11.1,14.6,3.8
2009,-0.9,11.0,15.3,2.5
2010,-5.8,9.9,15.0,-1.0
2011,-1.5,11.8,15.4,5.4
2012,0.5,9.7,14.4,2.1
2013,-3.0,10.5,14.7,5.1
2014,2.2,10.8,15.5,5.2
2015,1.9,9.5,14.9,5.8
2016,-0.3,11.3,15.6,3.9
