year,annual-precipitations
1987,445
1988,527
1989,340
1990,755
1991,392
1992,561
1993,515
1994,701
1995,588
1996,531
1997,559
1998,785
1999,796
2000,839
2001,663
2002,812
2003,872
2004,762
2005,529
2006,675
2007,694
2008,749
2009,628
2010,675
2011,689
2012,688
2013,415
2014,636
2015,581
2016,491
