year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,5,0,-136,4,0,-164,49,35,74
1988,5,0,-176,2,0,-204,47,35,67
1989,1,0,-101,5,0,-126,49,47,52
1990,8,0,-128,4,0,-191,43,49,74
1991,17,2,-174,4,0,-254,49,49,58
1992,8,0,-88,4,0,-199,32,37,49
1993,13,0,-168,6,0,-225,36,45,79
1994,3,0,-148,2,0,-191,48,42,55
1995,4,0,-112,0,0,-109,44,45,102
1996,12,0,-114,0,0,-236,37,23,36
1997,3,0,-148,2,0,-240,45,40,34
1998,11,0,-181,3,0,-263,24,50,37
1999,9,3,-139,6,0,-243,49,41,39
2000,13,1,-222,3,0,-232,18,29,73
2001,0,0,-78,3,0,-169,46,39,59
2002,10,0,-163,5,0,-284,28,39,24
2003,4,1,-143,3,0,-240,44,35,44
2004,19,7,-98,4,0,-246,38,37,26
2005,4,0,-87,1,0,-134,45,31,92
2006,8,0,-115,2,0,-194,42,45,56
2007,9,0,-139,4,0,-195,43,40,38
2008,12,0,-97,4,0,-182,32,41,30
2009,4,0,-84,4,0,-130,43,56,47
2010,3,0,-173,2,0,-182,49,45,63
2011,7,0,-134,4,0,-172,45,44,68
2012,6,0,-55,5,0,-100,39,50,50
2013,7,0,-149,2,0,-193,53,31,53
2014,11,0,-45,3,0,-127,36,35,43
2015,4,0,-4,1,0,-98,45,36,71
2016,9,0,-150,2,0,-257,44,46,71
2016
2017,12,0,-131,5,0,-159,48,35,62
2018,8,0,-123,4,0,-153,34,25,26
2019,8,0,-185,2,0,-212,38,48,108
2020,4,0,-95,5,0,-142,43,31,59
2021,4,0,-132,3,0,-150,51,38,70
2022,5,0,-45,4,0,-66,44,30,60
2023,6,0,-183,5,0,-295,35,32,25
2024,13,0,-192,4,1,-305,37,42,60
2025,8,0,-169,4,3,-174,35,35,76
2026,11,0,-210,4,0,-304,37,44,23
2027,5,0,-218,4,0,-309,39,27,37
2028,5,0,-124,4,0,-214,36,40,45
2029,11,0,-242,5,0,-334,31,23,78
2030,3,0,-168,2,0,-244,43,25,50
2031,5,0,-112,1,1,-105,54,29,98
2032,1,0,-136,5,0,-93,45,30,80
2033,6,0,-157,2,0,-174,44,38,41
2034,0,0,-145,5,0,-212,54,37,20
2035,12,0,-113,4,0,-216,33,32,34
2036,4,0,-161,2,0,-161,49,29,72
2037,6,0,-113,3,0,-180,43,33,83
2038,10,0,-35,4,0,-124,35,39,55
2039,6,0,-125,4,0,-225,47,32,47
2040,1,0,-33,5,0,-45,49,37,67
2041,18,0,-159,2,0,-228,26,15,76
2042,6,1,-142,2,0,-216,39,38,28
2043,12,0,-120,1,0,-185,26,25,79
2044,3,0,-101,2,0,-172,52,41,39
2045,6,0,-163,2,0,-178,35,42,67
2046,6,0,-188,2,0,-185,31,20,98
