year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1375,10,-31,1
1988,1490,11,-78,0
1989,1361,9,-150,5
1990,1155,9,18,11
1991,1263,10,-78,4
1992,1471,9,-33,8
1993,1279,7,-176,6
1994,1399,9,-214,19
1995,1532,10,-171,7
1996,1261,8,-157,8
1997,1247,10,-20,7
1998,1365,11,-89,0
1999,1253,9,-114,2
2000,1536,9,-232,9
2001,1634,10,-190,1
2002,1348,7,20,2
2003,1263,8,-144,4
2004,1255,9,-47,3
2005,1396,9,-122,1
2006,1764,12,-106,0
2007,1068,8,-115,4
2008,1159,9,-48,8
2009,1452,10,-119,6
2010,1255,9,-132,10
2011,1240,7,-55,3
2012,1224,8,-57,10
2013,1328,8,-2,6
2014,1314,9,-13,1
2015,1371,7,-20,10
2016,1353,10,-125,8
2016
2017,1342,12,-155,8
2018,1571,11,-150,0
2019,1622,11,-95,12
2020,1427,9,-229,16
2021,1581,8,-147,6
2022,1568,9,-92,2
2023,1116,10,-113,11
2024,1514,9,-138,0
2025,1487,11,-143,0
2026,1496,10,-212,6
2027,1740,12,-214,0
2028,1682,11,-37,0
2029,1490,11,-267,9
2030,1586,8,-361,2
2031,1468,10,-51,1
2032,1505,10,-31,0
2033,1288,9,2,9
2034,1341,10,-103,11
2035,1664,10,-176,3
2036,1580,10,-97,8
2037,1509,11,-248,3
2038,1431,11,-165,0
2039,1523,11,-12,5
2040,1787,12,-80,7
2041,1245,8,-73,3
2042,1484,8,-144,0
2043,1732,11,-109,1
2044,1691,11,-87,0
2045,1654,9,-184,5
2046,1613,11,-70,3

min,,4
max,,17
steps,,8
decimal
