year,annual-hydric-deficit
1987,163
1988,206
1989,535
1990,310
1991,284
1992,-32
1993,342
1994,-91
1995,105
1996,108
1997,74
1998,440
1999,663
2000,459
2001,493
2002,652
2003,117
2004,2
2005,385
2006,270
2007,203
2008,106
2009,385
2010,312
2011,243
2012,241
2013,385
2014,184
2015,33
2016,347
