year,annual-estival-days
1987,29
1988,27
1989,31
1990,37
1991,35
1992,51
1993,38
1994,59
1995,39
1996,30
1997,45
1998,40
1999,35
2000,43
2001,41
2002,39
2003,79
2004,37
2005,41
2006,49
2007,53
2008,53
2009,42
2010,42
2011,53
2012,58
2013,52
2014,40
2015,61
2016,59

min,16
max,130
steps,9
decimal
