year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.0,11.9,17.4,6.1
1988,3.4,13.2,16.9,5.9
1989,3.8,12.6,17.1,4.7
1990,3.7,12.7,16.3,4.6
1991,1.6,10.9,17.9,3.2
1992,2.3,13.6,18.8,4.5
1993,1.1,14.6,16.5,4.5
1994,3.8,13.2,19.0,6.1
1995,2.3,12.4,16.9,4.2
1996,-1.6,13.0,15.1,3.6
1997,1.8,12.0,16.6,4.4
1998,2.8,13.7,16.5,3.2
1999,1.4,13.0,17.7,4.1
2000,2.1,14.9,16.8,6.0
2001,2.6,12.8,16.7,4.3
2002,3.2,14.0,16.8,5.2
2003,-0.2,15.2,18.8,3.7
2004,1.2,12.6,17.2,4.7
2005,-0.1,13.5,16.8,3.7
2006,-1.8,13.6,18.2,6.4
2007,5.0,15.4,16.4,3.6
2008,3.4,14.1,16.8,5.1
2009,0.2,14.6,18.1,5.0
2010,0.4,13.0,17.0,3.3
2011,1.9,14.6,17.5,5.2
2012,1.6,14.0,17.8,4.7
2013,0.4,13.0,18.0,5.4
2014,4.0,13.7,17.2,6.9
2015,2.3,13.7,19.1,6.7
2016,3.3,13.6,18.5,4.4
