year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,83,132,0
1988,66,123,0
1989,73,138,1
1990,107,158,0
1991,99,148,0
1992,89,141,0
1993,72,133,0
1994,118,158,0
1995,86,139,1
1996,82,142,0
1997,82,141,0
1998,72,140,0
1999,94,143,0
2000,70,136,0
2001,67,136,1
2002,91,148,0
2003,77,136,0
2004,72,140,0
2005,66,138,0
2006,85,138,0
2007,69,141,0
2008,91,154,0
2009,69,130,0
2010,110,156,0
2011,101,143,0
2012,65,137,0
2013,83,143,0
2014,67,133,0
2015,101,146,0
2016,83,144,0
2016
2017,78,151,0
2018,70,127,0
2019,67,127,0
2020,51,138,2
2021,46,142,0
2022,53,136,0
2023,95,150,0
2024,90,139,0
2025,68,133,1
2026,93,143,1
2027,56,122,0
2028,61,133,0
2029,57,141,0
2030,74,133,1
2031,55,127,0
2032,68,124,0
2033,70,148,0
2034,62,147,0
2035,77,138,0
2036,55,137,0
2037,62,129,1
2038,72,142,1
2039,82,140,0
2040,77,132,0
2041,68,144,0
2042,90,134,0
2043,86,145,0
2044,42,126,0
2045,58,127,1
2046,52,129,0

min,,90,0
max,,190,6
steps,,11,7
decimal
