year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-9.9,8.6,12.6,0.1
1988,-3.7,10.5,15.2,-1.6
1989,0.3,11.1,14.6,0.1
1990,-0.6,9.8,13.6,1.4
1991,-2.7,8.6,14.7,2.7
1992,1.0,8.9,15.1,2.7
1993,-3.1,10.0,12.6,-2.1
1994,-6.1,8.9,15.0,0.6
1995,-1.2,10.0,13.8,0.2
1996,-7.3,8.4,13.3,1.8
1997,-2.8,8.1,15.3,-0.3
1998,-3.3,9.3,13.6,-0.8
1999,-4.1,10.2,15.1,2.1
2000,-1.9,10.1,13.5,3.8
2001,-4.0,9.4,15.7,0.0
2002,-0.7,10.5,15.8,-3.1
2003,-5.7,8.2,15.6,2.1
2004,-4.4,9.2,15.1,1.8
2005,-5.4,9.2,15.6,2.2
2006,-7.3,9.9,16.1,4.3
2007,-3.0,10.2,15.1,2.3
2008,-0.6,9.5,13.6,3.1
2009,-3.5,9.4,14.9,0.3
2010,-8.2,10.1,17.0,-1.2
2011,-6.3,10.3,16.3,4.2
2012,-5.8,9.0,14.9,0.1
2013,-5.9,10.9,15.0,3.8
2014,-2.3,9.7,16.1,1.4
2015,-0.5,9.4,14.8,3.6
2016,-3.7,10.8,15.3,0.8
