year,annual-precipitations
1987,870
1988,701
1989,748
1990,699
1991,761
1992,748
1993,788
1994,658
1995,520
1996,423
1997,397
1998,669
1999,561
2000,645
2001,785
2002,493
2003,692
2004,721
2005,513
2006,438
2007,609
2008,914
2009,795
2010,781
2011,738
2012,828
2013,551
2014,688
2015,614
2016,911
