year,annual-hydric-deficit
1987,340
1988,104
1989,144
1990,148
1991,217
1992,158
1993,267
1994,109
1995,1
1996,-63
1997,-117
1998,184
1999,-4
2000,104
2001,215
2002,-149
2003,148
2004,174
2005,-50
2006,-172
2007,31
2008,378
2009,259
2010,217
2011,152
2012,293
2013,-35
2014,80
2015,11
2016,338
