year,annual-estival-days
1987,2
1988,27
1989,13
1990,0
1991,8
1992,6
1993,9
1994,18
1995,12
1996,6
1997,18
1998,5
1999,24
2000,4
2001,16
2002,20
2003,18
2004,8
2005,10
2006,21
2007,11
2008,2
2009,4
2010,37
2011,24
2012,7
2013,18
2014,30
2015,8
2016,9
