year,F1,F3,M4
,label F1,label F3,label M4
1987,127,173,2
1988,124,170,3
1989,114,162,2
1990,119,172,6
1991,114,168,1
1992,134,183,1
1993,126,168,1
1994,129,168,2
1995,137,174,1
1996,145,179,2
1997,137,173,3
1998,126,171,2
1999,126,167,4
2000,115,168,1
2001,135,179,4
2002,119,170,4
2003,125,169,4
2004,127,170,2
2005,108,159,2
2006,116,161,3
2007,120,161,1
2008,120,160,5
2009,104,162,2
2010,120,164,2
2011,112,159,3
2012,137,175,5
2013,119,170,3
2014,107,163,1
2015,129,171,3
2016,121,159,1
2016
2017,114,162,1
2018,115,159,5
2019,127,171,2
2020,113,168,3
2021,111,152,2
2022,97,151,4
2023,129,170,4
2024,120,160,2
2025,114,171,2
2026,118,164,3
2027,124,170,6
2028,105,163,2
2029,93,157,2
2030,116,155,1
2031,99,153,1
2032,118,165,3
2033,119,156,2
2034,103,161,2
2035,76,161,4
2036,117,169,3
2037,109,160,2
2038,77,154,4
2039,120,161,3
2040,125,167,5
2041,118,165,2
2042,97,154,1
2043,112,162,4
2044,102,160,1
2045,119,163,1
2046,125,169,0

min,15-Mar,19-May
max,29-May,18-Jul
steps,6,4
decimal
