year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,12,31,74,3,3,-24,58,52,110
1988,12,42,-29,1,3,-20,76,47,206
1989,1,24,65,2,0,54,78,40,146
1990,7,38,45,3,0,80,67,36,241
1991,9,33,-42,1,3,-71,67,32,194
1992,6,33,99,2,4,28,78,42,168
1993,9,44,-26,6,1,-116,62,22,172
1994,7,28,-12,4,7,-156,72,24,150
1995,1,40,59,5,1,-52,78,33,142
1996,4,52,-40,5,2,-223,77,41,166
1997,1,28,-41,1,1,-29,62,41,164
1998,7,33,14,4,6,-54,60,53,195
1999,2,46,-6,0,2,-81,76,48,173
2000,11,38,58,2,2,89,78,66,167
2001,3,40,76,2,0,88,75,36,205
2002,4,26,17,1,6,74,72,45,230
2003,4,22,-13,4,10,-50,62,49,166
2004,13,33,18,2,6,-98,66,44,101
2005,6,19,123,3,2,39,72,26,171
2006,8,44,60,4,4,28,69,18,188
2007,2,49,59,2,1,187,72,40,201
2008,13,35,-8,3,7,-97,46,47,182
2009,4,40,66,5,2,141,75,47,226
2010,1,31,-59,2,4,-104,64,43,108
2011,3,40,35,2,8,-52,81,34,173
2012,8,37,43,3,1,-35,69,51,160
2013,4,33,19,1,0,-14,75,33,176
2014,11,30,112,2,4,22,75,55,109
2015,4,31,-11,2,3,41,74,28,233
2016,1,39,10,3,2,14,78,43,180
2016
2017,13,24,3,3,6,-34,73,38,164
2018,24,27,45,1,13,-9,69,25,149
2019,19,14,33,2,11,-81,58,34,143
2020,12,39,42,1,5,-86,63,28,103
2021,18,28,-57,0,4,-94,56,24,167
2022,10,21,-29,4,20,-148,48,30,163
2023,24,48,-154,3,3,-314,49,27,46
2024,17,31,-7,4,15,-136,59,45,195
2025,17,30,-57,4,12,-86,56,32,166
2026,15,31,-44,2,10,-152,66,18,161
2027,6,24,-125,4,4,-245,47,31,71
2028,5,17,-41,2,7,-132,45,15,133
2029,21,8,-144,2,10,-269,54,21,98
2030,13,7,-125,1,5,-216,61,46,199
2031,12,37,-52,7,2,-93,61,40,200
2032,10,28,-62,3,5,-156,70,23,162
2033,23,21,-102,2,5,-129,61,25,121
2034,6,30,-91,3,10,-224,62,20,126
2035,15,31,-15,3,20,-130,58,29,149
2036,9,22,-10,2,15,-76,58,27,110
2037,13,8,-18,1,9,-103,73,25,151
2038,21,13,-128,3,15,-224,56,20,216
2039,21,17,-27,3,12,-198,48,33,76
2040,13,27,-9,3,6,-105,52,39,132
2041,20,15,-69,0,6,-51,53,33,194
2042,8,22,55,5,3,-67,61,15,118
2043,31,16,-65,3,11,-161,47,35,154
2044,18,22,-77,4,11,-150,53,27,186
2045,25,9,12,3,11,-124,52,37,87
2046,25,11,-94,2,4,-193,47,39,121

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
