year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,71,144,0
1988,107,157,0
1989,76,152,0
1990,105,155,0
1991,97,149,0
1992,90,145,0
1993,92,142,0
1994,84,153,1
1995,87,165,0
1996,105,157,1
1997,87,146,0
1998,76,141,1
1999,101,158,0
2000,84,157,0
2001,104,150,0
2002,91,140,0
2003,91,140,0
2004,74,139,1
2005,74,151,0
2006,101,156,0
2007,9,146,0
2008,91,142,0
2009,90,143,0
2010,79,144,0
2011,95,160,0
2012,86,146,0
2013,87,152,0
2014,103,154,0
2015,99,151,0
2016,84,145,0
2016
2017,79,148,0
2018,90,146,0
2019,65,133,0
2020,110,154,0
2021,84,153,0
2022,70,143,1
2023,95,145,0
2024,86,150,0
2025,69,139,0
2026,106,159,0
2027,83,132,0
2028,75,132,0
2029,51,136,0
2030,57,136,0
2031,99,145,0
2032,78,146,0
2033,80,148,0
2034,67,136,0
2035,90,146,0
2036,63,140,0
2037,49,133,0
2038,53,138,0
2039,66,137,0
2040,93,150,0
2041,72,130,0
2042,46,145,1
2043,72,143,0
2044,72,137,0
2045,60,138,0
2046,59,143,0

min,,90,0
max,,190,6
steps,,11,7
decimal
