year,annual-estival-days
1987,23
1988,18
1989,15
1990,21
1991,28
1992,28
1993,14
1994,30
1995,19
1996,9
1997,15
1998,22
1999,21
2000,22
2001,24
2002,19
2003,62
2004,19
2005,25
2006,28
2007,11
2008,14
2009,20
2010,21
2011,18
2012,16
2013,20
2014,11
2015,37
2016,20

min,16
max,130
steps,9
decimal
