year,annual-precipitations
1987,831
1988,964
1989,779
1990,652
1991,718
1992,1611
1993,886
1994,1560
1995,1920
1996,1382
1997,1399
1998,1168
1999,1238
2000,1035
2001,1211
2002,1469
2003,735
2004,1241
2005,1135
2006,1641
2007,1864
2008,1443
2009,1397
2010,1271
2011,1189
2012,1534
2013,1508
2014,1289
2015,708
2016,976

min,300
max,2000
steps,10
decimal
