year,annual-estival-days
1987,45
1988,41
1989,75
1990,56
1991,61
1992,48
1993,36
1994,48
1995,58
1996,44
1997,58
1998,40
1999,59
2000,50
2001,55
2002,36
2003,89
2004,49
2005,51
2006,60
2007,48
2008,34
2009,57
2010,50
2011,57
2012,54
2013,56
2014,49
2015,59
2016,55
