year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,9,0,-86,5,2,-228,43,11,110
1988,14,3,-111,3,1,-305,56,34,82
1989,13,0,-112,4,3,-232,57,21,88
1990,10,2,-27,2,0,-139,53,25,90
1991,24,3,-177,5,4,-397,34,13,134
1992,14,0,-16,3,2,-134,54,20,91
1993,22,5,-78,4,3,-328,53,16,69
1994,10,3,-72,3,2,-265,53,14,174
1995,10,1,-7,4,1,-142,67,22,129
1996,16,1,-81,3,7,-284,52,15,78
1997,5,1,-76,5,1,-265,64,29,148
1998,13,1,-97,5,3,-204,53,15,72
1999,19,0,-31,3,8,-277,67,12,83
2000,11,10,-104,4,3,-255,59,20,88
2001,20,1,-58,2,2,-158,47,29,136
2002,10,1,-90,2,0,-179,58,29,134
2003,9,5,-67,5,1,-215,48,24,91
2004,13,0,-30,3,2,-193,62,24,99
2005,25,5,-34,6,8,-244,58,26,110
2006,7,6,-39,1,2,-163,59,26,65
2007,34,0,-153,3,6,-246,37,24,145
2008,19,1,-22,3,4,-208,47,26,30
2009,15,0,-59,4,2,-161,61,26,156
2010,21,0,0,4,6,-185,49,25,95
2011,15,6,-113,7,13,-284,48,22,121
2012,21,1,-122,5,5,-281,50,15,99
2013,6,1,-20,2,0,-110,60,20,125
2014,11,0,-91,3,1,-225,53,32,42
2015,33,2,-107,3,11,-260,44,23,95
2016,22,1,-96,5,5,-266,61,39,119
2016
2017,20,1,-65,5,2,-203,42,4,131
2018,22,0,-95,7,6,-227,55,14,168
2019,13,8,-76,4,6,-248,41,5,111
2020,13,0,-87,3,3,-251,48,15,94
2021,36,2,-128,5,3,-380,35,8,64
2022,30,3,-154,6,10,-318,53,10,93
2023,31,4,-94,4,7,-351,47,11,67
2024,29,1,-190,6,3,-429,35,17,86
2025,30,2,-42,3,11,-223,40,5,82
2026,23,1,-175,8,12,-450,43,10,72
2027,36,3,-172,7,17,-394,57,20,131
2028,41,0,-123,3,12,-310,34,19,72
2029,14,6,-122,3,3,-369,50,5,66
2030,29,1,-99,2,3,-258,45,7,110
2031,25,2,-109,5,5,-280,39,9,77
2032,35,1,-118,1,3,-293,40,14,98
2033,20,1,-104,3,7,-254,40,25,116
2034,35,3,-153,6,5,-382,33,9,126
2035,15,6,-57,5,10,-198,57,6,188
2036,32,9,-58,3,11,-239,48,30,95
2037,29,3,-24,3,1,-210,49,0,73
2038,23,0,-103,5,15,-341,51,11,80
2039,30,2,-155,4,9,-311,47,11,132
2040,25,4,-120,5,8,-315,50,6,118
2041,25,10,-79,2,18,-289,54,18,92
2042,34,5,-132,3,1,-325,33,4,84
2043,34,10,-147,6,3,-303,35,14,112
2044,21,0,-158,0,12,-315,53,2,150
2045,37,15,-155,0,4,-379,31,11,76
2046,23,1,-48,0,7,-206,51,14,92

min,,,,0
max,,,,14
steps,,,,8
decimal



