year,A1,A2,A3
,label A1,label A2,label A3
1987,11,2318,91
1988,13,2673,113
1989,12,2774,87
1990,16,2693,119
1991,24,2462,187
1992,25,2418,140
1993,18,2333,160
1994,5,2646,69
1995,17,2641,98
1996,19,2502,187
1997,6,2775,95
1998,14,2306,107
1999,20,2508,175
2000,15,2796,114
2001,19,2645,127
2002,7,2558,79
2003,13,2460,103
2004,22,2466,150
2005,32,2657,218
2006,20,2662,142
2007,21,2411,159
2008,19,2649,125
2009,14,2496,114
2010,24,2467,190
2011,27,2650,226
2012,23,2387,180
2013,9,2532,73
2014,8,2737,78
2015,43,2531,279
2016,25,2643,155
2016
2017,35,2321,205
2018,26,2138,202
2019,39,2208,246
2020,28,2213,187
2021,30,2171,259
2022,38,2392,253
2023,36,2355,296
2024,32,2294,277
2025,44,2272,320
2026,33,2245,290
2027,54,2547,438
2028,47,2374,306
2029,10,2150,130
2030,25,2259,216
2031,26,2209,213
2032,46,2226,291
2033,27,2396,216
2034,43,2319,285
2035,26,2466,193
2036,53,2696,319
2037,36,2145,208
2038,39,2228,292
2039,32,2170,222
2040,25,2385,209
2041,55,2533,367
2042,17,2230,170
2043,42,2414,270
2044,34,2325,285
2045,35,2551,259
2046,25,2403,195

min,,1600
max,,3200
steps,,9
decimal



