year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,9.0,15.4,21.0,13.5
1988,10.5,16.0,19.6,12.9
1989,9.9,15.6,20.3,15.1
1990,12.4,15.6,20.8,11.7
1991,9.5,13.7,21.1,11.5
1992,9.0,15.1,19.8,12.6
1993,9.7,15.4,18.9,12.1
1994,11.1,15.1,20.1,14.4
1995,10.6,15.3,20.1,14.3
1996,10.6,15.6,18.7,12.3
1997,11.4,16.2,20.3,14.4
1998,11.7,15.4,19.9,11.7
1999,9.9,15.8,20.9,11.5
2000,9.4,16.2,19.8,12.2
2001,11.0,14.7,19.3,11.7
2002,11.5,14.5,18.3,15.0
2003,10.9,17.5,22.1,13.1
2004,9.9,15.8,20.8,13.1
2005,9.3,17.1,20.2,12.7
2006,9.7,16.7,21.5,14.7
2007,11.0,15.7,18.8,11.6
2008,11.1,15.4,18.9,11.2
2009,9.0,15.1,19.8,13.4
2010,9.5,15.2,19.5,11.7
2011,10.7,16.8,19.9,14.2
2012,9.1,15.3,19.6,12.9
2013,9.3,13.5,20.4,13.0
2014,11.7,16.8,21.2,14.9
2015,8.9,17.0,20.3,14.9
2016,10.3,15.3,20.3,12.7
