year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,19,107,0
1988,27,106,0
1989,27,97,2
1990,23,112,0
1991,22,93,1
1992,24,99,1
1993,19,99,0
1994,20,102,1
1995,22,91,1
1996,21,101,0
1997,26,94,0
1998,20,107,1
1999,17,107,0
2000,30,102,0
2001,18,97,1
2002,20,97,0
2003,22,97,0
2004,15,93,0
2005,23,95,1
2006,20,107,1
2007,23,106,1
2008,20,106,1
2009,21,90,1
2010,24,104,1
2011,31,9,0
2012,15,101,0
2013,21,107,0
2014,22,108,1
2015,21,95,0
2016,16,106,1
2016
2017,18,9,0
2018,19,102,2
2019,18,92,0
2020,17,94,1
2021,15,102,2
2022,26,93,0
2023,18,87,0
2024,14,94,3
2025,14,90,0
2026,18,88,3
2027,17,89,1
2028,24,96,1
2029,18,106,2
2030,14,96,2
2031,18,94,0
2032,0,96,0
2033,15,100,0
2034,17,104,2
2035,21,93,0
2036,21,93,2
2037,23,104,0
2038,0,106,2
2039,14,96,2
2040,19,99,1
2041,18,100,1
2042,16,91,0
2043,18,107,2
2044,15,96,1
2045,18,100,0
2046,22,104,1
