year,annual-precipitations
1987,980
1988,1070
1989,793
1990,947
1991,1043
1992,1317
1993,1047
1994,949
1995,983
1996,1164
1997,951
1998,990
1999,848
2000,935
2001,566
2002,1010
2003,1073
2004,1046
2005,1162
2006,878
2007,1069
2008,1431
2009,1088
2010,978
2011,739
2012,1016
2013,1642
2014,1081
2015,1133
2016,1226
