year,annual-frozen-days
1987,12
1988,13
1989,8
1990,3
1991,4
1992,13
1993,10
1994,1
1995,7
1996,7
1997,1
1998,9
1999,8
2000,6
2001,11
2002,0
2003,6
2004,3
2005,17
2006,9
2007,3
2008,1
2009,5
2010,4
2011,0
2012,4
2013,2
2014,2
2015,5
2016,1
