year,A1,A2,A3
,label A1,label A2,label A3
1987,28,1612,204
1988,37,1595,252
1989,40,1583,239
1990,36,1795,268
1991,28,1450,210
1992,35,1673,207
1993,36,1580,270
1994,30,1478,265
1995,45,1455,317
1996,33,1629,251
1997,28,1412,263
1998,50,1562,356
1999,29,1443,269
2000,16,1674,181
2001,48,1466,279
2002,31,1395,217
2003,44,1550,306
2004,35,1336,242
2005,27,1476,199
2006,51,1486,337
2007,29,1753,191
2008,44,1531,296
2009,15,1293,157
2010,35,1476,234
2011,41,1423,261
2012,32,1352,247
2013,44,1673,282
2014,22,1708,176
2015,25,1513,152
2016,46,1515,286
2016
2017,40,1389,259
2018,40,1351,287
2019,48,1267,301
2020,56,1255,376
2021,63,1265,483
2022,76,1534,462
2023,54,1168,423
2024,37,1144,350
2025,83,1175,436
2026,42,1104,353
2027,45,1214,303
2028,82,1323,477
2029,42,1380,326
2030,41,1284,343
2031,81,1192,475
2032,74,1220,433
2033,48,1311,283
2034,61,1366,369
2035,84,1273,479
2036,82,1313,456
2037,58,1449,365
2038,55,1416,328
2039,83,1365,465
2040,74,1301,450
2041,74,1244,429
2042,50,1082,329
2043,71,1525,419
2044,52,1207,321
2045,58,1317,377
2046,105,1425,587
