year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,1208,602,297,-107,160,13.8,5047,47,18.8,8
1988,1157,578,283,-147,178,14.0,5126,53,19.8,3
1989,853,628,-88,-321,99,14.1,5160,56,20.1,6
1990,1082,630,161,-88,127,13.7,5015,59,20.3,9
1991,1279,679,216,-240,241,14.3,5231,41,19.4,7
1992,1204,604,295,-124,256,13.8,5040,45,19.3,5
1993,1334,703,237,-361,306,14.2,5172,60,20.3,1
1994,1117,714,29,-299,130,14.4,5287,67,19.7,8
1995,1160,641,211,-168,194,14.8,5388,64,20.7,2
1996,1171,729,63,-268,113,14.1,5156,49,20.2,3
1997,1389,675,333,-108,174,14.7,5350,56,20.1,7
1998,897,644,-45,-315,147,14.6,5329,66,20.6,7
1999,1083,738,-59,-219,44,14.6,5340,62,19.8,2
2000,1190,680,166,-224,67,13.7,5008,35,19.3,10
2001,1054,602,153,-204,129,14.6,5321,65,20.2,1
2002,1468,631,544,-141,425,14.6,5326,51,19.6,2
2003,1279,623,353,-155,220,14.4,5259,68,20.8,1
2004,1009,606,72,-113,148,14.6,5342,51,20.1,2
2005,969,620,53,-238,203,14.3,5209,47,19.6,2
2006,1086,652,124,-300,164,14.8,5412,79,20.5,4
2007,1382,557,540,-69,385,13.4,4899,39,19.4,9
2008,1230,617,313,-170,276,14.5,5309,63,20.2,7
2009,1022,592,121,-276,210,14.6,5336,32,18.7,2
2010,1158,624,225,-231,177,14.3,5243,47,19.8,5
2011,1235,619,304,-124,120,14.7,5355,54,20.0,6
2012,1235,613,311,-123,220,14.8,5409,50,20.0,3
2013,1219,624,295,-94,231,13.7,5016,55,20.7,1
2014,959,628,49,-288,185,13.6,4976,35,18.9,6
2015,1111,609,197,-39,165,13.9,5090,39,18.3,1
2016,1181,636,241,-221,264,14.4,5270,59,20.3,7
2016
2017,1144,622,216,-87,271,14.7,5363,62,20.2,4
2018,1428,620,514,-49,433,14.9,5423,65,20.4,1
2019,1144,621,209,-205,267,15.2,5562,68,20.2,0
2020,1237,649,273,-162,300,15.4,5652,80,20.9,1
2021,942,798,-243,-501,175,15.8,5760,98,21.6,9
2022,1204,652,247,-204,290,15.0,5470,90,21.6,4
2023,959,748,-203,-332,117,15.9,5800,83,22.0,1
2024,1086,759,-65,-412,287,15.7,5746,79,20.9,1
2025,1013,682,18,-350,137,15.9,5799,93,21.4,0
2026,985,748,-186,-296,148,15.8,5756,76,20.6,4
2027,779,732,-336,-450,78,15.3,5593,75,20.1,2
2028,1255,670,274,-105,229,15.6,5726,102,21.7,1
2029,1066,723,-54,-192,136,15.0,5467,75,20.6,1
2030,1156,761,9,-413,371,15.3,5576,74,20.8,1
2031,1326,647,353,-64,397,16.0,5839,98,22.1,3
2032,896,684,-105,-299,164,15.8,5781,87,21.3,2
2033,1017,640,78,-208,239,15.0,5474,63,20.5,3
2034,1151,651,191,-278,381,15.2,5559,78,20.6,3
2035,1036,671,61,-303,264,15.7,5725,95,22.0,0
2036,1081,651,114,-415,445,15.4,5647,88,21.9,0
2037,1040,650,88,-188,164,14.9,5445,79,21.0,2
2038,970,664,22,-273,215,14.8,5419,77,20.6,4
2039,1134,662,165,-103,196,15.4,5632,97,21.0,4
2040,1057,634,103,-196,199,15.6,5693,85,21.6,1
2041,868,678,-110,-360,226,15.6,5693,92,21.9,0
2042,907,673,-90,-321,151,15.8,5773,71,20.1,0
2043,836,622,-90,-381,176,14.8,5416,86,20.6,5
2044,1152,645,192,-199,305,15.3,5613,69,19.6,0
2045,1090,656,124,-332,363,15.3,5575,77,21.0,0
2046,1119,687,126,-294,407,15.7,5728,110,22.5,6
