year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,8,32,-88,5,0,-218,50,42,97
1988,5,42,-128,3,2,-212,51,37,92
1989,11,50,-120,4,7,-255,73,40,82
1990,2,27,-16,3,7,-114,75,43,120
1991,20,29,-122,4,15,-231,68,30,165
1992,1,45,-60,2,3,-126,75,38,133
1993,5,52,-67,3,8,-147,52,33,199
1994,23,45,-203,4,7,-254,52,37,231
1995,4,43,-10,1,16,-159,70,28,58
1996,1,25,-98,2,0,-232,73,37,167
1997,5,32,-112,5,1,-199,76,30,198
1998,16,28,-95,4,11,-260,32,46,139
1999,3,45,-149,3,5,-252,72,50,176
2000,1,38,-73,4,9,-201,70,33,120
2001,7,40,-53,2,16,-172,61,39,96
2002,0,25,-87,6,3,-252,80,34,105
2003,2,27,-64,3,11,-190,74,45,124
2004,10,28,-28,3,5,-69,68,49,184
2005,13,29,-136,5,3,-207,50,31,109
2006,4,47,-128,4,3,-271,70,27,112
2007,6,47,-80,5,2,-143,77,30,120
2008,14,22,-134,4,6,-197,51,47,167
2009,10,13,-143,6,7,-138,52,31,202
2010,10,32,-63,6,10,-211,74,48,191
2011,19,48,-133,3,7,-190,61,35,99
2012,9,30,-87,4,4,-91,49,34,177
2013,7,52,-66,2,13,-164,60,39,122
2014,10,41,-69,4,5,-132,60,56,151
2015,8,17,-90,3,4,-140,54,37,103
2016,2,19,-90,1,3,-111,75,30,157
2016
2017,4,22,-58,3,5,-177,51,21,142
2018,6,50,-4,5,3,-195,67,40,76
2019,14,55,-110,3,5,-209,65,27,99
2020,7,15,-3,4,7,-127,71,35,120
2021,7,27,-67,1,7,-145,71,30,127
2022,6,20,-74,2,12,-214,53,18,99
2023,9,27,-50,6,6,-181,75,22,132
2024,15,12,-71,2,2,-199,71,34,84
2025,4,7,-40,2,7,-127,68,42,78
2026,3,29,-109,3,0,-218,77,26,125
2027,10,43,-129,3,6,-282,74,17,87
2028,12,26,-33,2,7,-71,56,25,162
2029,13,43,-151,5,9,-350,70,41,133
2030,10,41,-188,4,6,-300,60,36,154
2031,19,17,4,3,8,-50,63,32,147
2032,30,19,-62,6,13,-154,46,36,172
2033,19,32,-45,6,3,-179,50,21,119
2034,11,30,-83,2,6,-192,50,12,111
2035,23,35,-161,6,14,-332,43,17,131
2036,23,18,-105,3,5,-271,47,26,66
2037,10,27,-100,4,9,-223,61,32,70
2038,19,54,-60,0,3,-127,47,26,94
2039,23,24,-60,3,8,-183,51,24,159
2040,13,18,-103,4,4,-158,58,33,167
2041,6,54,3,4,2,-188,75,39,60
2042,8,28,10,1,3,-11,75,27,137
2043,8,43,-29,4,5,-82,79,45,195
2044,14,23,-75,3,17,-210,71,27,83
2045,8,18,73,1,13,33,66,30,136
2046,8,29,-30,2,2,-63,65,25,123

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
