year,annual-precipitations
1987,795
1988,827
1989,769
1990,352
1991,238
1992,469
1993,773
1994,753
1995,727
1996,615
1997,592
1998,890
1999,744
2000,781
2001,785
2002,819
2003,453
2004,595
2005,579
2006,583
2007,780
2008,556
2009,672
2010,691
2011,562
2012,618
2013,648
2014,616
2015,493
2016,627

min,300
max,2000
steps,10
decimal
