year,annual-estival-days
1987,12
1988,23
1989,22
1990,29
1991,30
1992,29
1993,16
1994,33
1995,31
1996,20
1997,27
1998,20
1999,25
2000,22
2001,25
2002,19
2003,53
2004,22
2005,30
2006,38
2007,20
2008,28
2009,27
2010,27
2011,28
2012,30
2013,29
2014,24
2015,42
2016,34

min,16
max,130
steps,9
decimal
