year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,148,38,-9,76
1988,251,-152,-102,184
1989,55,-54,-47,147
1990,-46,-171,-183,8
1991,-41,-159,-221,-16
1992,22,-185,-125,40
1993,76,-128,-51,201
1994,17,39,-66,50
1995,18,19,9,57
1996,1,-111,64,79
1997,59,-127,-60,60
1998,44,-131,72,261
1999,117,-57,-71,146
2000,164,-162,38,91
2001,148,-93,-44,112
2002,71,-139,-7,226
2003,20,-199,-183,26
2004,7,-50,-96,79
2005,49,-144,-29,26
2006,48,-99,-113,28
2007,17,-95,89,51
2008,-10,-101,-134,78
2009,42,-46,-137,129
2010,2,-127,9,148
2011,-6,-128,-109,55
2012,20,-107,-110,88
2013,78,71,-174,19
2014,-51,-130,55,47
2015,-1,-143,-159,54
2016,48,-81,-76,46
