year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1236,9,-289,5
1988,1213,10,-258,4
1989,1146,9,-288,10
1990,930,9,-135,8
1991,1231,9,-319,8
1992,897,10,-123,2
1993,1192,5,-194,7
1994,1249,9,-234,13
1995,1264,9,-219,3
1996,893,8,-307,9
1997,819,7,-200,6
1998,1587,8,-289,3
1999,1178,10,-304,5
2000,1190,9,-265,5
2001,1273,8,-227,3
2002,903,7,-253,21
2003,1021,7,-177,7
2004,1002,7,-127,12
2005,1111,9,-231,9
2006,1141,11,-328,17
2007,823,8,-184,12
2008,1188,8,-189,9
2009,1287,9,-165,8
2010,1052,8,-123,7
2011,1084,8,-226,14
2012,1159,9,-138,4
2013,1300,8,-181,9
2014,1198,9,-190,11
2015,1189,8,-170,1
2016,1027,10,-153,9
2016
2017,1124,9,-127,6
2018,982,8,-196,12
2019,1290,10,-251,9
2020,1310,11,-224,3
2021,1239,11,-218,2
2022,1329,11,-225,9
2023,1099,10,-232,14
2024,1001,8,-234,9
2025,1202,10,-159,4
2026,840,9,-263,16
2027,972,8,-338,7
2028,1409,9,-152,7
2029,1312,11,-439,6
2030,1205,10,-347,3
2031,1098,10,-60,12
2032,1632,10,-166,0
2033,1452,9,-239,6
2034,1509,11,-225,4
2035,1771,12,-349,1
2036,1362,8,-287,0
2037,1343,10,-307,10
2038,1221,10,-144,0
2039,1481,12,-201,8
2040,1328,11,-164,10
2041,1180,11,-258,8
2042,962,10,-66,6
2043,1103,11,-120,9
2044,1315,7,-287,3
2045,1288,10,-25,5
2046,1205,10,-98,2

min,,4
max,,17
steps,,8
decimal
