year,A1,A2,A3
,label A1,label A2,label A3
1987,5,3431,48
1988,3,3534,31
1989,12,3786,87
1990,6,3487,43
1991,17,3262,121
1992,5,3571,38
1993,11,3366,71
1994,9,3539,84
1995,19,3304,100
1996,3,3524,31
1997,2,3374,28
1998,12,3203,105
1999,7,3689,59
2000,7,3418,68
2001,21,3471,115
2002,4,3443,54
2003,12,3506,89
2004,7,3494,75
2005,5,3184,52
2006,8,3620,75
2007,0,3615,11
2008,9,3474,92
2009,10,3092,76
2010,10,3601,65
2011,11,3565,78
2012,7,3195,49
2013,14,3669,114
2014,9,3684,65
2015,8,3402,63
2016,3,3200,41
2016
2017,6,2985,65
2018,11,3602,66
2019,10,3201,86
2020,12,2840,105
2021,9,3195,87
2022,19,2925,128
2023,4,3140,69
2024,7,3046,70
2025,12,2960,60
2026,0,3134,31
2027,7,3164,63
2028,15,3091,96
2029,9,3462,85
2030,4,3451,72
2031,15,3231,94
2032,29,2995,187
2033,13,3071,98
2034,18,2844,136
2035,36,2924,229
2036,14,2866,106
2037,13,3071,113
2038,15,3398,96
2039,17,3043,133
2040,18,3110,129
2041,5,3538,62
2042,11,3129,63
2043,10,3510,68
2044,23,3215,143
2045,18,2801,113
2046,8,3153,52

min,,2000
max,,4000
steps,,9
decimal
