year,A1,A2,A3
,label A1,label A2,label A3
1987,12,3703,104
1988,11,3764,85
1989,4,3808,60
1990,10,3667,83
1991,8,3746,112
1992,5,3576,63
1993,7,3875,80
1994,5,3871,72
1995,9,3789,63
1996,5,4191,68
1997,7,3981,64
1998,3,3967,32
1999,7,3887,100
2000,4,3666,56
2001,8,3816,67
2002,4,4131,34
2003,2,3881,36
2004,9,3592,101
2005,14,3979,99
2006,3,3841,58
2007,9,3854,102
2008,21,3680,130
2009,13,3796,109
2010,9,3518,78
2011,6,3756,73
2012,7,4100,74
2013,9,3605,84
2014,7,4013,65
2015,5,3786,46
2016,9,3647,92
2016
2017,1,3598,37
2018,23,3619,141
2019,6,3556,75
2020,14,3301,115
2021,11,3210,109
2022,9,3379,66
2023,7,3606,94
2024,14,3498,124
2025,18,3346,152
2026,15,3698,143
2027,13,3739,118
2028,17,3649,103
2029,11,3584,94
2030,3,3560,57
2031,16,3561,111
2032,2,3743,48
2033,14,3441,101
2034,8,3617,92
2035,22,3567,143
2036,12,3352,92
2037,18,3639,109
2038,15,3627,119
2039,9,3627,99
2040,4,3464,45
2041,14,3742,90
2042,19,3504,114
2043,11,3547,102
2044,19,3340,136
2045,12,3622,117
2046,10,3360,93
