year,F1,F3,M4
,label F1,label F3,label M4
1987,93,142,3
1988,106,151,2
1989,105,151,2
1990,101,153,2
1991,105,151,0
1992,91,150,1
1993,106,157,3
1994,117,155,3
1995,108,155,2
1996,114,165,1
1997,111,154,1
1998,104,156,1
1999,99,155,3
2000,104,153,0
2001,106,158,4
2002,114,158,3
2003,104,159,1
2004,9,145,1
2005,107,165,2
2006,116,162,1
2007,108,147,0
2008,102,151,2
2009,106,147,1
2010,101,148,2
2011,90,159,1
2012,109,158,4
2013,90,140,0
2014,114,156,1
2015,105,150,3
2016,93,146,0
2016
2017,101,156,1
2018,101,146,1
2019,100,148,2
2020,94,142,1
2021,87,146,1
2022,93,148,1
2023,104,152,2
2024,90,154,1
2025,93,148,1
2026,110,155,0
2027,118,154,1
2028,107,153,1
2029,93,157,2
2030,101,148,0
2031,94,153,2
2032,105,148,1
2033,101,157,1
2034,99,151,1
2035,106,150,0
2036,94,139,1
2037,118,156,1
2038,110,158,1
2039,105,151,2
2040,91,147,0
2041,108,153,0
2042,92,147,1
2043,95,151,0
2044,78,147,1
2045,95,142,1
2046,99,147,1
