year,annual-estival-days
1987,7
1988,18
1989,19
1990,8
1991,18
1992,39
1993,17
1994,29
1995,38
1996,32
1997,39
1998,12
1999,41
2000,16
2001,29
2002,52
2003,25
2004,14
2005,28
2006,39
2007,31
2008,19
2009,16
2010,46
2011,30
2012,25
2013,38
2014,37
2015,29
2016,31
