year,annual-precipitations
1987,718
1988,575
1989,567
1990,879
1991,729
1992,737
1993,820
1994,762
1995,642
1996,481
1997,616
1998,658
1999,499
2000,574
2001,594
2002,656
2003,537
2004,647
2005,641
2006,637
2007,702
2008,642
2009,716
2010,780
2011,662
2012,766
2013,682
2014,588
2015,570
2016,851
