year,annual-estival-days
1987,5
1988,32
1989,17
1990,4
1991,16
1992,10
1993,9
1994,25
1995,23
1996,23
1997,38
1998,9
1999,38
2000,10
2001,26
2002,42
2003,21
2004,17
2005,17
2006,25
2007,29
2008,4
2009,11
2010,46
2011,33
2012,11
2013,30
2014,35
2015,12
2016,20
