year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,579,565,-81,-197,85,4.8,2638,24,16.0,162
1988,474,529,-150,-263,81,4.8,2500,16,15.3,158
1989,495,574,-178,-292,64,5.4,2756,21,15.3,143
1990,512,537,-118,-241,95,4.0,2497,21,15.0,169
1991,585,686,-252,-309,65,5.4,2761,27,15.7,160
1992,612,529,-26,-147,119,5.0,2739,32,16.0,171
1993,523,720,-340,-399,51,5.0,2763,20,15.6,159
1994,653,624,-115,-234,91,4.1,2621,9,15.2,155
1995,492,566,-168,-286,89,5.2,2739,42,16.6,162
1996,468,648,-336,-314,-11,4.8,2576,7,15.0,154
1997,557,628,-218,-316,87,5.3,2659,11,15.7,147
1998,556,541,-83,-218,127,4.6,2521,12,13.5,164
1999,557,710,-309,-354,39,4.5,2591,32,15.7,170
2000,693,602,-57,-134,60,4.9,2446,15,13.1,154
2001,481,552,-172,-292,109,6.4,2809,14,15.0,132
2002,525,540,-116,-273,117,4.1,2480,24,14.7,167
2003,458,558,-203,-326,101,5.1,2658,23,15.0,144
2004,579,587,-115,-193,32,4.4,2619,24,14.0,158
2005,511,573,-170,-255,40,6.1,2985,20,14.9,124
2006,495,566,-170,-282,77,4.7,2690,30,15.2,169
2007,551,553,-97,-238,141,5.4,2627,13,14.8,152
2008,505,548,-143,-275,86,6.1,2703,12,14.0,142
2009,553,554,-101,-185,76,5.6,2775,16,15.0,147
2010,584,552,-63,-218,123,4.7,2575,16,14.0,162
2011,558,543,-76,-203,105,4.9,2576,21,14.8,158
2012,529,508,-71,-187,100,5.5,2523,6,13.3,141
2013,427,599,-270,-401,97,5.1,2850,30,16.9,157
2014,507,559,-148,-293,122,4.7,2571,26,15.3,163
2015,600,525,-25,-146,94,4.9,2463,10,13.9,169
2016,612,551,-34,-235,158,5.8,2719,36,17.0,162
2016
2017,602,533,-52,-115,58,6.7,2897,12,15.3,124
2018,509,562,-160,-238,67,5.8,2855,20,15.1,138
2019,647,574,-34,-169,82,7.3,3058,18,16.0,121
2020,403,516,-239,-266,30,7.4,2968,4,14.7,106
2021,637,658,-164,-325,114,5.8,2970,8,14.8,138
2022,625,498,13,-135,139,6.0,2672,4,15.3,146
2023,479,658,-360,-414,34,6.0,2760,18,15.3,148
2024,600,690,-267,-318,59,7.1,3062,27,16.1,123
2025,535,537,-107,-259,138,6.4,2912,15,16.5,143
2026,540,656,-281,-304,32,6.0,2849,14,15.9,141
2027,426,654,-392,-368,0,5.5,2894,18,14.5,132
2028,576,526,-66,-163,100,6.2,2798,8,14.5,121
2029,491,735,-444,-437,5,6.6,3058,27,15.8,121
2030,566,646,-246,-273,9,5.9,2859,20,15.2,141
2031,540,578,-151,-258,90,7.6,3355,23,16.0,111
2032,559,568,-118,-255,101,6.8,2970,13,14.7,123
2033,546,524,-86,-203,86,6.3,2817,10,14.6,130
2034,453,614,-278,-346,46,6.5,2942,31,16.9,150
2035,502,538,-146,-262,113,6.1,2802,13,15.1,133
2036,589,500,-13,-142,116,4.7,2667,14,15.3,149
2037,493,526,-149,-224,45,6.5,2807,8,14.8,120
2038,552,559,-117,-249,107,5.8,2920,22,15.5,136
2039,501,540,-149,-258,110,6.0,2789,18,14.5,136
2040,490,546,-160,-263,107,6.5,2992,15,15.9,131
2041,468,497,-151,-213,52,6.2,2785,9,14.9,132
2042,587,558,-78,-249,129,6.3,2896,34,15.8,136
2043,491,597,-237,-314,44,8.2,3451,27,15.4,102
2044,625,578,-62,-200,120,6.8,3054,24,15.9,134
2045,560,559,-93,-233,95,5.6,2797,16,15.1,133
2046,505,566,-183,-289,59,6.9,2950,12,15.3,117

min,350,400,,,,2,2000,,10,90
max,980,750,,,,9,3600,,20,210
steps,10,8,,,,8,9,,6,9
decimal,,,,,,1,,,1
