year,annual-precipitations
1987,709
1988,580
1989,593
1990,879
1991,635
1992,493
1993,613
1994,572
1995,541
1996,540
1997,588
1998,674
1999,590
2000,612
2001,823
2002,546
2003,725
2004,746
2005,473
2006,559
2007,696
2008,900
2009,828
2010,851
2011,526
2012,777
2013,522
2014,701
2015,621
2016,786
