year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,38,-37,100,51
1988,69,-205,3,86
1989,20,-145,-130,210
1990,127,-107,159,121
1991,71,-27,-68,94
1992,81,-164,-140,81
1993,74,-149,67,101
1994,42,-59,-33,97
1995,115,-75,-140,62
1996,33,-111,-57,130
1997,74,-47,-122,156
1998,67,-28,38,111
1999,131,-139,-142,192
2000,85,-106,-1,114
2001,76,-37,47,159
2002,113,-135,-216,141
2003,61,24,-40,139
2004,73,-54,27,141
2005,69,-122,-111,50
2006,29,-160,-111,208
2007,118,-93,-58,168
2008,135,-91,109,205
2009,116,-67,12,232
2010,86,-86,52,229
2011,76,-180,-76,95
2012,96,-36,0,171
2013,45,-118,-93,113
2014,36,-3,-33,118
2015,57,-35,-43,91
2016,118,3,-9,127
