year,annual-hydric-deficit
1987,152
1988,-46
1989,-44
1990,300
1991,71
1992,-141
1993,92
1994,48
1995,-38
1996,-5
1997,61
1998,187
1999,42
2000,91
2001,245
2002,-98
2003,185
2004,187
2005,-114
2006,-34
2007,134
2008,358
2009,293
2010,282
2011,-85
2012,231
2013,-53
2014,117
2015,70
2016,239
