year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1197,8,-197,1
1988,974,7,-263,5
1989,1129,9,-292,2
1990,1086,8,-241,1
1991,1268,7,-309,1
1992,1248,9,-147,4
1993,1192,8,-399,0
1994,1029,8,-234,2
1995,1261,7,-286,5
1996,1020,8,-314,0
1997,1109,11,-316,3
1998,989,5,-218,3
1999,1184,6,-354,2
2000,821,6,-134,13
2001,1139,8,-292,0
2002,1018,5,-273,1
2003,1087,6,-326,3
2004,1056,7,-193,6
2005,1142,6,-255,1
2006,1204,5,-282,0
2007,1079,9,-238,0
2008,1077,6,-275,2
2009,1228,8,-185,0
2010,1046,7,-218,0
2011,1081,7,-203,0
2012,843,7,-187,3
2013,1305,10,-401,0
2014,1116,6,-293,0
2015,981,7,-146,1
2016,1205,9,-235,5
2016
2017,1123,8,-115,0
2018,1176,8,-238,1
2019,1264,9,-169,0
2020,928,8,-266,3
2021,1207,9,-325,0
2022,1047,10,-135,0
2023,1084,9,-414,2
2024,1316,10,-318,0
2025,1326,11,-259,0
2026,1213,10,-304,2
2027,1139,7,-368,1
2028,940,9,-163,1
2029,1238,9,-437,0
2030,1126,9,-273,0
2031,1394,10,-258,0
2032,1159,8,-255,0
2033,1010,7,-203,0
2034,1354,10,-346,3
2035,1060,9,-262,0
2036,1029,10,-142,0
2037,985,8,-224,0
2038,1126,9,-249,5
2039,1140,8,-258,1
2040,1257,9,-263,0
2041,961,10,-213,2
2042,1264,10,-249,1
2043,1391,10,-314,0
2044,1303,9,-200,2
2045,1180,9,-233,0
2046,1161,10,-289,0
