year,annual-average-temperature
1987,3.7
1988,5.8
1989,7.2
1990,6.5
1991,6.2
1992,7.3
1993,4.6
1994,5.3
1995,6.5
1996,4.6
1997,5.9
1998,5.6
1999,6.8
2000,7.3
2001,6.2
2002,6.4
2003,6.0
2004,6.2
2005,6.1
2006,6.7
2007,7.0
2008,7.4
2009,6.2
2010,5.4
2011,7.2
2012,5.6
2013,6.8
2014,7.1
2015,7.7
2016,6.6

min,2
max,9
steps,8
decimal,1
