year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-9.0,9.5,13.2,0.9
1988,-3.3,11.4,15.8,-0.8
1989,1.2,11.7,15.2,0.7
1990,0.2,10.6,13.6,1.4
1991,-2.8,9.4,15.3,2.5
1992,1.0,9.9,15.9,2.3
1993,-2.9,10.1,12.7,-1.9
1994,-5.7,9.8,15.7,1.0
1995,-0.8,11.6,14.7,0.2
1996,-7.9,10.4,14.1,1.6
1997,-1.9,9.3,15.8,0.2
1998,-2.2,11.1,14.2,-1.1
1999,-3.5,11.9,16.1,2.3
2000,-1.3,11.7,14.2,4.3
2001,-3.0,11.1,16.7,-0.1
2002,-0.1,12.0,16.6,-2.9
2003,-4.5,9.8,16.1,2.3
2004,-3.8,10.4,16.0,2.1
2005,-5.0,10.6,16.3,2.3
2006,-6.5,11.2,16.9,5.0
2007,-2.3,11.4,15.8,2.7
2008,0.3,10.9,14.5,3.6
2009,-2.8,10.9,15.8,0.9
2010,-7.3,11.5,17.7,-0.8
2011,-5.3,12.0,17.1,4.4
2012,-4.9,10.3,15.8,0.9
2013,-5.6,12.4,15.8,4.6
2014,-1.5,11.1,16.5,2.0
2015,0.4,10.6,15.6,3.9
2016,-2.8,12.0,16.1,1.0
