year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,72,218,327,92
1988,108,93,252,127
1989,79,141,129,244
1990,182,172,371,154
1991,112,213,180,130
1992,138,100,129,125
1993,106,104,275,128
1994,77,175,193,127
1995,158,178,110,95
1996,65,138,176,160
1997,115,171,123,178
1998,102,202,235,135
1999,163,108,99,221
2000,124,136,198,155
2001,115,208,309,192
2002,165,153,59,170
2003,107,263,191,164
2004,106,206,261,173
2005,106,126,145,95
2006,64,113,145,237
2007,160,165,174,197
2008,178,169,314,239
2009,145,186,240,257
2010,115,160,318,258
2011,118,95,175,138
2012,137,214,228,198
2013,77,144,149,152
2014,86,241,221,153
2015,109,205,186,123
2016,156,268,205,157
