year,annual-precipitations
1987,716
1988,889
1989,778
1990,677
1991,696
1992,657
1993,653
1994,919
1995,720
1996,602
1997,522
1998,667
1999,674
2000,925
2001,953
2002,973
2003,841
2004,952
2005,583
2006,867
2007,798
2008,911
2009,682
2010,664
2011,578
2012,746
2013,595
2014,1083
2015,751
2016,651
