year,annual-hydric-deficit
1987,-8
1988,200
1989,-64
1990,-102
1991,59
1992,-46
1993,-55
1994,194
1995,-117
1996,-220
1997,-328
1998,-114
1999,-124
2000,167
2001,185
2002,230
2003,-4
2004,177
2005,-242
2006,46
2007,17
2008,144
2009,-138
2010,-140
2011,-220
2012,-53
2013,-215
2014,271
2015,-27
2016,-118
