year,F1,F3,M4
,label F1,label F3,label M4
1987,33,118,4
1988,38,119,1
1989,39,124,3
1990,27,118,2
1991,31,123,2
1992,57,122,1
1993,27,128,3
1994,23,116,3
1995,27,122,1
1996,37,111,4
1997,38,125,3
1998,28,119,1
1999,33,123,6
2000,35,124,0
2001,31,117,5
2002,34,120,1
2003,45,123,3
2004,37,117,0
2005,41,127,3
2006,19,118,4
2007,34,124,1
2008,28,119,3
2009,45,116,2
2010,37,121,2
2011,23,115,4
2012,23,116,2
2013,35,124,2
2014,31,119,2
2015,34,114,1
2016,28,117,2
2016
2017,22,117,3
2018,26,116,5
2019,35,122,3
2020,18,118,6
2021,25,107,7
2022,20,110,5
2023,30,120,4
2024,31,113,4
2025,20,117,5
2026,21,116,5
2027,25,109,1
2028,33,121,5
2029,29,118,5
2030,21,113,3
2031,30,106,1
2032,24,110,2
2033,30,115,2
2034,25,112,4
2035,24,110,5
2036,25,112,2
2037,28,113,2
2038,25,123,4
2039,32,114,6
2040,31,121,4
2041,27,110,2
2042,35,117,3
2043,35,115,5
2044,34,114,1
2045,26,119,2
2046,24,119,3

min,,80,0
max,,170,8
steps,,10,9
decimal
