year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1374,13,-276,0
1988,1208,12,-132,0
1989,1236,13,-245,3
1990,1552,15,-375,0
1991,1403,12,-407,3
1992,1472,13,-274,0
1993,1198,13,-388,0
1994,1180,12,-415,0
1995,1273,13,-243,2
1996,1342,11,-475,0
1997,1267,13,-235,0
1998,1307,12,-322,0
1999,1311,12,-475,1
2000,1280,13,-310,0
2001,1532,14,-211,0
2002,1305,13,-161,1
2003,1250,11,-193,0
2004,1243,12,-181,0
2005,1316,12,-333,2
2006,1389,13,-262,0
2007,1291,14,-243,0
2008,1226,13,-194,0
2009,1242,11,-238,1
2010,1256,12,-195,1
2011,1212,12,-280,1
2012,1306,13,-239,0
2013,1298,11,-217,0
2014,1194,11,-138,0
2015,1482,12,-264,0
2016,1513,14,-340,0
2016
2017,1592,14,-432,0
2018,1661,15,-418,0
2019,1529,13,-353,0
2020,1677,14,-398,0
2021,1638,15,-570,0
2022,1551,14,-415,0
2023,1554,14,-594,0
2024,1678,15,-475,0
2025,1480,14,-344,0
2026,1419,12,-534,0
2027,1556,13,-443,0
2028,1536,15,-438,3
2029,1456,14,-506,0
2030,1640,15,-453,0
2031,1806,17,-326,0
2032,1618,13,-306,0
2033,1472,13,-239,0
2034,1723,13,-379,0
2035,1711,15,-348,0
2036,1522,13,-295,0
2037,1622,13,-368,0
2038,1529,15,-349,2
2039,1415,12,-345,0
2040,1534,15,-338,1
2041,1548,15,-311,0
2042,1537,16,-393,0
2043,1513,13,-350,0
2044,1599,14,-238,2
2045,1750,14,-328,1
2046,1586,13,-331,0

min,1000,8
max,2500,18
steps,7,11
decimal
