year,annual-estival-days
1987,3
1988,3
1989,17
1990,16
1991,7
1992,5
1993,1
1994,10
1995,29
1996,8
1997,16
1998,1
1999,16
2000,5
2001,11
2002,4
2003,15
2004,6
2005,13
2006,26
2007,1
2008,3
2009,5
2010,8
2011,11
2012,4
2013,18
2014,7
2015,6
2016,7
