year,annual-hydric-deficit
1987,101
1988,-93
1989,-190
1990,-286
1991,-243
1992,186
1993,133
1994,231
1995,-87
1996,46
1997,105
1998,93
1999,-28
2000,152
2001,-110
2002,161
2003,-28
2004,260
2005,-79
2006,211
2007,288
2008,346
2009,209
2010,16
2011,-268
2012,286
2013,-76
2014,168
2015,-40
2016,90
