year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,42,-16,-29,103
1988,85,-111,-89,22
1989,-23,-66,-199,98
1990,8,-153,-219,77
1991,44,-119,-174,5
1992,87,-129,-11,239
1993,-1,-47,2,179
1994,130,-106,-36,244
1995,176,-156,-140,33
1996,39,-75,-102,183
1997,36,18,-95,147
1998,82,36,-139,115
1999,67,-59,-132,96
2000,-31,-20,-30,232
2001,60,-140,-103,73
2002,98,-139,-25,227
2003,46,-50,-132,107
2004,102,-42,117,84
2005,5,-100,-56,72
2006,97,-84,-32,231
2007,147,-26,7,159
2008,165,-95,62,213
2009,48,-44,16,189
2010,90,-183,-14,122
2011,41,-215,-169,75
2012,-2,70,30,188
2013,61,-145,-112,121
2014,112,-18,-67,141
2015,6,-136,-52,141
2016,119,-29,-88,87
