year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,1,7,-58,1,0,-195,88,19,72
1988,2,0,-46,3,0,-109,85,18,162
1989,2,1,-33,1,0,-80,79,22,111
1990,0,0,-73,1,0,-136,81,19,156
1991,0,1,-63,1,0,-191,76,14,84
1992,0,0,-79,5,0,-159,87,21,135
1993,5,2,-152,4,0,-262,73,25,139
1994,2,9,-116,3,0,-229,70,11,113
1995,0,3,-17,4,1,-110,87,25,67
1996,2,1,-133,4,0,-306,76,23,100
1997,1,0,-115,1,0,-259,79,13,133
1998,0,1,-90,1,0,-180,84,13,98
1999,1,1,-154,2,0,-284,76,14,102
2000,0,0,-79,3,0,-173,64,11,104
2001,6,1,-77,4,0,-143,72,13,112
2002,2,1,20,0,0,-37,80,8,91
2003,3,0,-58,2,0,-140,74,14,101
2004,6,0,-25,3,0,-173,77,13,72
2005,2,1,-7,0,0,-83,84,15,76
2006,4,0,-15,0,0,-69,77,21,106
2007,2,0,-48,5,0,-129,74,15,163
2008,3,1,-66,3,0,-131,72,21,136
2009,0,0,-51,4,0,-113,81,16,103
2010,5,2,-74,4,0,-194,79,14,71
2011,7,3,-20,4,0,-110,67,14,101
2012,3,1,-14,4,0,-115,81,12,86
2013,0,3,-15,4,0,-113,79,13,130
2014,1,1,-104,5,0,-242,73,9,95
2015,2,1,-88,4,0,-157,74,18,153
2016,4,3,-24,2,0,-75,79,15,120
2016
2017,2,3,-92,3,0,-178,77,7,147
2018,5,1,-53,3,0,-144,70,5,114
2019,2,0,-77,6,0,-183,72,19,112
2020,1,0,-51,3,0,-177,80,6,82
2021,3,1,-120,2,0,-284,83,12,89
2022,2,3,-51,3,0,-183,57,10,106
2023,6,2,-144,3,0,-313,71,8,91
2024,5,2,-120,3,0,-310,63,2,76
2025,2,3,-56,1,0,-161,73,12,108
2026,2,0,-144,3,0,-280,70,5,129
2027,4,0,-126,1,0,-208,70,2,201
2028,3,0,3,1,0,-18,68,14,184
2029,3,3,-149,5,0,-293,78,2,190
2030,4,0,-156,1,0,-293,60,3,121
2031,3,2,-24,2,0,-105,67,10,85
2032,4,1,-75,4,1,-238,75,9,136
2033,2,0,-35,3,0,-133,66,15,137
2034,11,0,-96,5,0,-212,66,5,173
2035,0,2,0,2,0,-123,80,0,78
2036,1,1,-72,3,0,-148,68,8,92
2037,0,0,-58,3,0,-94,68,12,207
2038,0,0,-110,3,0,-187,71,4,109
2039,7,0,-73,3,0,-179,71,5,92
2040,3,2,-46,4,0,-173,79,5,145
2041,1,0,-7,2,0,-141,80,12,124
2042,1,0,-70,5,0,-184,76,0,115
2043,10,0,5,2,0,-114,72,9,86
2044,1,3,-94,2,0,-193,66,12,71
2045,1,2,-30,2,0,-161,76,9,116
2046,4,1,-8,5,0,-146,69,15,178
