year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,9.8,16.7,24.8,15.9
1988,11.0,18.1,24.0,14.5
1989,10.9,17.7,24.2,15.1
1990,11.6,17.6,24.0,14.3
1991,10.4,15.6,24.3,13.7
1992,10.9,17.8,24.2,15.5
1993,10.2,18.6,24.0,14.9
1994,11.5,17.9,25.4,15.9
1995,11.0,17.4,23.7,15.4
1996,11.2,17.4,23.0,14.5
1997,11.8,18.4,24.2,15.7
1998,10.9,18.3,24.4,13.5
1999,10.4,18.7,25.0,14.4
2000,10.5,18.9,24.0,15.6
2001,12.3,18.4,24.0,15.1
2002,11.0,18.5,23.5,15.4
2003,10.4,20.0,26.4,15.5
2004,10.8,17.4,24.6,16.0
2005,9.2,19.1,24.1,14.7
2006,10.2,19.4,24.9,16.1
2007,11.9,19.2,23.7,14.2
2008,10.9,19.0,24.5,14.2
2009,10.4,19.1,25.2,14.6
2010,10.8,17.9,24.2,14.2
2011,10.3,18.8,24.5,15.6
2012,10.0,18.8,24.9,15.8
2013,10.7,17.6,24.4,15.7
2014,11.5,18.3,24.2,16.6
2015,10.6,19.4,25.5,15.1
2016,12.3,19.1,24.9,15.9
