year,annual-hydric-deficit
1987,-500
1988,-655
1989,-567
1990,-665
1991,-418
1992,-691
1993,-747
1994,-815
1995,-879
1996,-453
1997,-796
1998,-849
1999,-921
2000,-667
2001,-977
2002,-869
2003,-698
2004,-371
2005,-587
2006,-812
2007,-926
2008,-803
2009,-719
2010,-325
2011,-575
2012,-789
2013,-656
2014,-658
2015,-684
2016,-788
