year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2215,17,-807,0
1988,2386,16,-743,0
1989,2533,18,-892,0
1990,2419,17,-852,0
1991,2465,17,-979,0
1992,2460,18,-767,0
1993,2345,17,-882,0
1994,2429,19,-834,0
1995,2428,17,-829,0
1996,2441,18,-840,0
1997,2397,16,-830,0
1998,2491,17,-824,0
1999,2365,18,-887,0
2000,2373,18,-893,0
2001,2397,18,-843,0
2002,2557,17,-883,0
2003,2379,20,-843,0
2004,2383,19,-738,0
2005,2381,16,-884,0
2006,2547,17,-910,0
2007,2297,17,-792,0
2008,2301,16,-870,0
2009,2366,19,-848,0
2010,2437,18,-908,0
2011,2286,16,-767,0
2012,2239,17,-804,0
2013,2508,18,-872,0
2014,2303,19,-836,0
2015,2454,18,-821,0
2016,2421,15,-874,0
2016
2017,2415,18,-797,0
2018,2477,18,-844,0
2019,2762,20,-856,0
2020,2479,18,-760,0
2021,2560,19,-938,0
2022,2704,20,-863,0
2023,2395,18,-931,0
2024,2527,18,-951,0
2025,2611,19,-678,0
2026,2598,18,-837,0
2027,2622,18,-1064,0
2028,2456,18,-793,0
2029,2508,18,-922,0
2030,2594,19,-908,0
2031,2541,18,-832,0
2032,2435,18,-799,0
2033,2522,18,-812,0
2034,2676,19,-832,0
2035,2620,17,-843,0
2036,2703,20,-753,0
2037,2573,19,-884,0
2038,2446,19,-797,0
2039,2616,18,-773,0
2040,2539,19,-772,0
2041,2721,20,-962,0
2042,2630,18,-866,0
2043,2658,18,-856,0
2044,2396,18,-883,0
2045,2548,19,-740,0
2046,2623,19,-899,0
