year,annual-precipitations
1987,565
1988,423
1989,476
1990,424
1991,649
1992,418
1993,412
1994,388
1995,287
1996,596
1997,331
1998,307
1999,311
2000,470
2001,268
2002,332
2003,590
2004,814
2005,600
2006,435
2007,354
2008,443
2009,573
2010,885
2011,666
2012,437
2013,479
2014,485
2015,539
2016,413
