year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,558,886,-687,-807,79,16.4,5992,20,22.9,1
1988,478,920,-827,-743,-37,16.6,6048,26,23.3,0
1989,495,972,-860,-892,76,17.0,6217,47,24.5,2
1990,577,936,-758,-852,9,17.3,6318,43,24.1,0
1991,438,1062,-1110,-979,-29,16.6,6053,31,23.5,0
1992,685,937,-632,-767,31,16.4,5989,38,24.4,0
1993,422,977,-987,-882,-58,16.3,5943,24,23.3,1
1994,613,1005,-867,-834,23,17.0,6224,26,23.9,0
1995,392,918,-895,-829,-17,16.6,6058,21,23.3,0
1996,494,979,-900,-840,-11,16.3,5947,34,24.1,0
1997,502,1006,-977,-830,-106,16.9,6161,16,23.4,0
1998,572,932,-730,-824,85,16.6,6081,33,23.2,0
1999,626,1006,-866,-887,68,16.9,6182,29,24.1,0
2000,472,996,-976,-893,-35,16.5,6018,24,23.6,0
2001,588,913,-711,-843,123,16.6,6054,30,24.0,0
2002,536,990,-813,-883,55,16.4,6012,39,24.1,0
2003,520,941,-788,-843,34,16.4,5979,41,24.7,1
2004,659,912,-623,-738,119,16.4,5973,22,23.3,0
2005,318,929,-991,-884,-34,16.3,5942,29,23.0,2
2006,334,979,-1021,-910,-93,17.3,6322,47,24.1,0
2007,366,894,-890,-792,-53,16.1,5860,11,22.8,1
2008,432,912,-848,-870,29,16.5,6033,29,23.0,3
2009,421,936,-879,-848,-30,16.3,5942,27,24.1,0
2010,495,965,-825,-908,-5,16.6,6066,29,23.6,0
2011,474,905,-809,-767,14,16.2,5920,7,22.1,1
2012,562,885,-705,-804,-14,16.5,6010,20,22.4,0
2013,545,965,-797,-872,101,17.2,6280,19,23.0,0
2014,551,913,-741,-836,41,16.6,6081,23,23.2,0
2015,591,948,-737,-821,-6,17.0,6197,36,24.1,0
2016,493,962,-830,-874,65,17.0,6200,40,22.8,0
2016
2017,504,914,-812,-797,51,17.4,6342,39,24.6,0
2018,348,943,-989,-844,-71,17.2,6262,37,24.4,0
2019,543,1017,-849,-856,-24,18.0,6564,67,26.4,0
2020,566,931,-741,-760,38,17.2,6289,40,24.8,0
2021,471,1075,-1073,-938,-47,17.2,6293,47,24.9,0
2022,477,973,-909,-863,43,18.1,6613,69,25.2,0
2023,423,1008,-1039,-931,-33,17.1,6228,19,23.4,0
2024,500,1047,-1022,-951,-28,17.6,6437,59,24.6,2
2025,657,949,-679,-678,77,17.6,6408,48,24.9,0
2026,443,991,-992,-837,-11,17.3,6327,46,24.4,4
2027,473,1092,-1106,-1064,72,17.5,6370,42,24.3,0
2028,478,927,-865,-793,-26,17.5,6412,40,24.6,0
2029,617,1031,-909,-922,24,17.7,6456,44,24.4,0
2030,579,1066,-948,-908,120,18.0,6576,52,25.5,1
2031,457,911,-847,-832,65,17.8,6509,35,24.0,0
2032,522,900,-765,-799,-14,17.3,6330,29,23.9,0
2033,459,929,-863,-812,64,17.6,6425,41,24.5,1
2034,572,995,-800,-832,117,17.4,6346,48,24.7,0
2035,726,996,-641,-843,209,17.3,6308,47,23.8,0
2036,725,1025,-705,-753,103,18.2,6644,58,25.3,0
2037,609,959,-744,-884,251,17.6,6408,52,25.5,0
2038,485,910,-824,-797,20,17.3,6320,44,24.8,0
2039,680,997,-697,-773,77,17.9,6543,48,24.8,1
2040,500,935,-812,-772,73,17.4,6383,50,25.2,0
2041,371,1017,-1054,-962,-10,17.8,6481,66,25.5,0
2042,510,978,-818,-866,124,17.2,6290,48,24.8,0
2043,468,978,-892,-856,70,17.6,6413,51,24.8,0
2044,476,920,-833,-883,65,17.0,6223,36,24.0,0
2045,706,934,-591,-740,243,17.1,6233,38,24.3,0
2046,544,990,-821,-899,99,17.0,6219,49,25.4,7
