year,annual-frozen-days
1987,69
1988,74
1989,56
1990,57
1991,84
1992,65
1993,69
1994,37
1995,60
1996,48
1997,47
1998,79
1999,79
2000,59
2001,62
2002,15
2003,42
2004,63
2005,94
2006,69
2007,61
2008,55
2009,56
2010,69
2011,47
2012,64
2013,84
2014,36
2015,68
2016,26
