year,annual-estival-days
1987,102
1988,81
1989,95
1990,51
1991,68
1992,58
1993,57
1994,61
1995,67
1996,60
1997,74
1998,71
1999,76
2000,82
2001,77
2002,79
2003,109
2004,125
2005,103
2006,100
2007,106
2008,86
2009,128
2010,98
2011,130
2012,128
2013,99
2014,118
2015,85
2016,111
