year,annual-precipitations
1987,262
1988,312
1989,328
1990,591
1991,564
1992,553
1993,356
1994,235
1995,168
1996,564
1997,535
1998,242
1999,423
2000,343
2001,595
2002,433
2003,518
2004,529
2005,402
2006,669
2007,249
2008,519
2009,481
2010,540
2011,382
2012,423
2013,480
2014,632
2015,230
2016,593
