year,annual-average-temperature
1987,12.5
1988,12.2
1989,13.0
1990,11.5
1991,10.9
1992,11.4
1993,11.5
1994,11.9
1995,12.2
1996,11.5
1997,12.4
1998,11.7
1999,11.7
2000,12.1
2001,12.1
2002,13.1
2003,13.7
2004,12.8
2005,11.6
2006,13.0
2007,12.9
2008,12.4
2009,13.6
2010,12.1
2011,13.9
2012,13.9
2013,12.3
2014,13.7
2015,12.6
2016,14.3

min.,11
max.,19
steps.,9
decimals
